percent,1,n
ny,1,n
digital,1,a
department,1,n
congress,1,n
students,4,n
football,5,n
stocks,1,n
died,1,v
building,3,v
time,2,n
international,6,a
